"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Measles","All cases","Reported cases","N","2017-07","BDI","Burundi",3,NA
"Measles","All cases","Reported cases","N","2017-08","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2017-09","BDI","Burundi",2,NA
"Measles","All cases","Reported cases","N","2017-10","BDI","Burundi",4,NA
"Measles","All cases","Reported cases","N","2017-11","BDI","Burundi",4,NA
"Measles","All cases","Reported cases","N","2017-12","BDI","Burundi",3,NA
"Measles","All cases","Reported cases","N","2018-01","BDI","Burundi",3,NA
"Measles","All cases","Reported cases","N","2018-02","BDI","Burundi",6,NA
"Measles","All cases","Reported cases","N","2018-03","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2018-04","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-05","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2018-06","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-07","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-08","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-09","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-10","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2018-11","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2018-12","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2019-01","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2019-02","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2019-03","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2019-04","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2019-05","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2019-06","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2019-07","BDI","Burundi",2,NA
"Measles","All cases","Reported cases","N","2019-08","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2019-09","BDI","Burundi",2,NA
"Measles","All cases","Reported cases","N","2019-10","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2019-11","BDI","Burundi",39,NA
"Measles","All cases","Reported cases","N","2019-12","BDI","Burundi",60,NA
"Measles","All cases","Reported cases","N","2020-01","BDI","Burundi",240,NA
"Measles","All cases","Reported cases","N","2020-02","BDI","Burundi",189,NA
"Measles","All cases","Reported cases","N","2020-03","BDI","Burundi",181,NA
"Measles","All cases","Reported cases","N","2020-04","BDI","Burundi",226,NA
"Measles","All cases","Reported cases","N","2020-05","BDI","Burundi",96,NA
"Measles","All cases","Reported cases","N","2020-06","BDI","Burundi",155,NA
"Measles","All cases","Reported cases","N","2020-07","BDI","Burundi",32,NA
"Measles","All cases","Reported cases","N","2020-08","BDI","Burundi",78,NA
"Measles","All cases","Reported cases","N","2020-09","BDI","Burundi",42,NA
"Measles","All cases","Reported cases","N","2020-10","BDI","Burundi",47,NA
"Measles","All cases","Reported cases","N","2020-11","BDI","Burundi",209,NA
"Measles","All cases","Reported cases","N","2020-12","BDI","Burundi",206,NA
"Measles","All cases","Reported cases","N","2021-01","BDI","Burundi",127,NA
"Measles","All cases","Reported cases","N","2021-02","BDI","Burundi",63,NA
"Measles","All cases","Reported cases","N","2021-03","BDI","Burundi",56,NA
"Measles","All cases","Reported cases","N","2021-04","BDI","Burundi",23,NA
"Measles","All cases","Reported cases","N","2021-05","BDI","Burundi",17,NA
"Measles","All cases","Reported cases","N","2021-06","BDI","Burundi",22,NA
"Measles","All cases","Reported cases","N","2021-07","BDI","Burundi",34,NA
"Measles","All cases","Reported cases","N","2021-08","BDI","Burundi",4,NA
"Measles","All cases","Reported cases","N","2021-09","BDI","Burundi",5,NA
"Measles","All cases","Reported cases","N","2021-10","BDI","Burundi",4,NA
"Measles","All cases","Reported cases","N","2021-11","BDI","Burundi",3,NA
"Measles","All cases","Reported cases","N","2021-12","BDI","Burundi",13,NA
"Measles","All cases","Reported cases","N","2022-01","BDI","Burundi",37,NA
"Measles","All cases","Reported cases","N","2022-02","BDI","Burundi",2,NA
"Measles","All cases","Reported cases","N","2022-03","BDI","Burundi",7,NA
"Measles","All cases","Reported cases","N","2022-04","BDI","Burundi",0,NA
"Measles","All cases","Reported cases","N","2022-05","BDI","Burundi",1,NA
"Measles","All cases","Reported cases","N","2022-06","BDI","Burundi",3,NA
"Measles","All cases","Reported cases","N","2022-07","BDI","Burundi",17,NA
"Measles","All cases","Reported cases","N","2022-08","BDI","Burundi",20,NA
"Measles","All cases","Reported cases","N","2022-09","BDI","Burundi",40,NA
"Measles","All cases","Reported cases","N","2022-10","BDI","Burundi",50,NA
"Measles","All cases","Reported cases","N","2022-11","BDI","Burundi",27,NA
"Measles","All cases","Reported cases","N","2022-12","BDI","Burundi",18,NA
"Measles","All cases","Reported cases","N","2023-01","BDI","Burundi",9,NA
"Measles","All cases","Reported cases","N","2023-02","BDI","Burundi",7,NA
"Measles","All cases","Reported cases","N","2023-03","BDI","Burundi",15,NA
"Measles","All cases","Reported cases","N","2023-04","BDI","Burundi",6,NA
"Measles","All cases","Reported cases","N","2023-05","BDI","Burundi",27,NA
"Measles","All cases","Reported cases","N","2023-06","BDI","Burundi",77,NA
"Measles","All cases","Reported cases","N","2023-07","BDI","Burundi",185,NA
"Measles","All cases","Reported cases","N","2023-08","BDI","Burundi",216,NA
"Measles","All cases","Reported cases","N","2023-09","BDI","Burundi",274,NA
"Measles","All cases","Reported cases","N","2023-10","BDI","Burundi",7,NA
"Measles","All cases","Reported cases","N","2023-11","BDI","Burundi",31,NA
"Measles","All cases","Reported cases","N","2023-12","BDI","Burundi",11,NA
"Measles","All cases","Reported cases","N","2011-01","BEN","Benin",21,NA
"Measles","All cases","Reported cases","N","2011-02","BEN","Benin",36,NA
"Measles","All cases","Reported cases","N","2011-03","BEN","Benin",49,NA
"Measles","All cases","Reported cases","N","2011-04","BEN","Benin",71,NA
"Measles","All cases","Reported cases","N","2011-05","BEN","Benin",50,NA
"Measles","All cases","Reported cases","N","2011-06","BEN","Benin",35,NA
"Measles","All cases","Reported cases","N","2011-07","BEN","Benin",28,NA
"Measles","All cases","Reported cases","N","2011-08","BEN","Benin",36,NA
"Measles","All cases","Reported cases","N","2011-09","BEN","Benin",35,NA
"Measles","All cases","Reported cases","N","2011-10","BEN","Benin",23,NA
"Measles","All cases","Reported cases","N","2011-11","BEN","Benin",16,NA
"Measles","All cases","Reported cases","N","2011-12","BEN","Benin",31,NA
"Measles","All cases","Reported cases","N","2012-01","BEN","Benin",24,NA
"Measles","All cases","Reported cases","N","2012-02","BEN","Benin",46,NA
"Measles","All cases","Reported cases","N","2012-03","BEN","Benin",47,NA
"Measles","All cases","Reported cases","N","2012-04","BEN","Benin",51,NA
"Measles","All cases","Reported cases","N","2012-05","BEN","Benin",32,NA
"Measles","All cases","Reported cases","N","2012-06","BEN","Benin",20,NA
"Measles","All cases","Reported cases","N","2012-07","BEN","Benin",5,NA
"Measles","All cases","Reported cases","N","2012-08","BEN","Benin",12,NA
"Measles","All cases","Reported cases","N","2012-09","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2012-10","BEN","Benin",12,NA
"Measles","All cases","Reported cases","N","2012-11","BEN","Benin",24,NA
"Measles","All cases","Reported cases","N","2012-12","BEN","Benin",9,NA
"Measles","All cases","Reported cases","N","2013-01","BEN","Benin",82,NA
"Measles","All cases","Reported cases","N","2013-02","BEN","Benin",101,NA
"Measles","All cases","Reported cases","N","2013-03","BEN","Benin",137,NA
"Measles","All cases","Reported cases","N","2013-04","BEN","Benin",125,NA
"Measles","All cases","Reported cases","N","2013-05","BEN","Benin",37,NA
"Measles","All cases","Reported cases","N","2013-06","BEN","Benin",44,NA
"Measles","All cases","Reported cases","N","2013-07","BEN","Benin",29,NA
"Measles","All cases","Reported cases","N","2013-08","BEN","Benin",38,NA
"Measles","All cases","Reported cases","N","2013-09","BEN","Benin",33,NA
"Measles","All cases","Reported cases","N","2013-10","BEN","Benin",16,NA
"Measles","All cases","Reported cases","N","2013-11","BEN","Benin",59,NA
"Measles","All cases","Reported cases","N","2013-12","BEN","Benin",59,NA
"Measles","All cases","Reported cases","N","2014-01","BEN","Benin",132,NA
"Measles","All cases","Reported cases","N","2014-02","BEN","Benin",149,NA
"Measles","All cases","Reported cases","N","2014-03","BEN","Benin",251,NA
"Measles","All cases","Reported cases","N","2014-04","BEN","Benin",121,NA
"Measles","All cases","Reported cases","N","2014-05","BEN","Benin",39,NA
"Measles","All cases","Reported cases","N","2014-06","BEN","Benin",22,NA
"Measles","All cases","Reported cases","N","2014-07","BEN","Benin",17,NA
"Measles","All cases","Reported cases","N","2014-08","BEN","Benin",8,NA
"Measles","All cases","Reported cases","N","2014-09","BEN","Benin",8,NA
"Measles","All cases","Reported cases","N","2014-10","BEN","Benin",8,NA
"Measles","All cases","Reported cases","N","2014-11","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2014-12","BEN","Benin",8,NA
"Measles","All cases","Reported cases","N","2015-01","BEN","Benin",6,NA
"Measles","All cases","Reported cases","N","2015-02","BEN","Benin",6,NA
"Measles","All cases","Reported cases","N","2015-03","BEN","Benin",13,NA
"Measles","All cases","Reported cases","N","2015-04","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2015-05","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2015-06","BEN","Benin",10,NA
"Measles","All cases","Reported cases","N","2015-07","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2015-08","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2015-09","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2015-10","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2015-11","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2015-12","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2016-01","BEN","Benin",7,NA
"Measles","All cases","Reported cases","N","2016-02","BEN","Benin",16,NA
"Measles","All cases","Reported cases","N","2016-03","BEN","Benin",18,NA
"Measles","All cases","Reported cases","N","2016-04","BEN","Benin",9,NA
"Measles","All cases","Reported cases","N","2016-05","BEN","Benin",14,NA
"Measles","All cases","Reported cases","N","2016-06","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2016-07","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2016-08","BEN","Benin",12,NA
"Measles","All cases","Reported cases","N","2016-09","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2016-10","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2016-11","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2016-12","BEN","Benin",8,NA
"Measles","All cases","Reported cases","N","2017-01","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2017-02","BEN","Benin",24,NA
"Measles","All cases","Reported cases","N","2017-03","BEN","Benin",15,NA
"Measles","All cases","Reported cases","N","2017-04","BEN","Benin",26,NA
"Measles","All cases","Reported cases","N","2017-05","BEN","Benin",21,NA
"Measles","All cases","Reported cases","N","2017-06","BEN","Benin",14,NA
"Measles","All cases","Reported cases","N","2017-07","BEN","Benin",7,NA
"Measles","All cases","Reported cases","N","2017-08","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2017-09","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2017-10","BEN","Benin",11,NA
"Measles","All cases","Reported cases","N","2017-11","BEN","Benin",29,NA
"Measles","All cases","Reported cases","N","2017-12","BEN","Benin",37,NA
"Measles","All cases","Reported cases","N","2018-01","BEN","Benin",69,NA
"Measles","All cases","Reported cases","N","2018-02","BEN","Benin",158,NA
"Measles","All cases","Reported cases","N","2018-03","BEN","Benin",48,NA
"Measles","All cases","Reported cases","N","2018-04","BEN","Benin",59,NA
"Measles","All cases","Reported cases","N","2018-05","BEN","Benin",27,NA
"Measles","All cases","Reported cases","N","2018-06","BEN","Benin",29,NA
"Measles","All cases","Reported cases","N","2018-07","BEN","Benin",47,NA
"Measles","All cases","Reported cases","N","2018-08","BEN","Benin",36,NA
"Measles","All cases","Reported cases","N","2018-09","BEN","Benin",58,NA
"Measles","All cases","Reported cases","N","2018-10","BEN","Benin",96,NA
"Measles","All cases","Reported cases","N","2018-11","BEN","Benin",149,NA
"Measles","All cases","Reported cases","N","2018-12","BEN","Benin",110,NA
"Measles","All cases","Reported cases","N","2019-01","BEN","Benin",266,NA
"Measles","All cases","Reported cases","N","2019-02","BEN","Benin",131,NA
"Measles","All cases","Reported cases","N","2019-03","BEN","Benin",40,NA
"Measles","All cases","Reported cases","N","2019-04","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2019-05","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2019-06","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2019-07","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2019-08","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2019-09","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2019-10","BEN","Benin",14,NA
"Measles","All cases","Reported cases","N","2019-11","BEN","Benin",15,NA
"Measles","All cases","Reported cases","N","2019-12","BEN","Benin",7,NA
"Measles","All cases","Reported cases","N","2020-01","BEN","Benin",12,NA
"Measles","All cases","Reported cases","N","2020-02","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2020-03","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2020-04","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2020-05","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2020-06","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2020-07","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2020-08","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2020-09","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2020-10","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2020-11","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2020-12","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2021-01","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2021-02","BEN","Benin",2,NA
"Measles","All cases","Reported cases","N","2021-03","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2021-04","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2021-05","BEN","Benin",3,NA
"Measles","All cases","Reported cases","N","2021-06","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2021-07","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2021-08","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2021-09","BEN","Benin",0,NA
"Measles","All cases","Reported cases","N","2021-10","BEN","Benin",5,NA
"Measles","All cases","Reported cases","N","2021-11","BEN","Benin",1,NA
"Measles","All cases","Reported cases","N","2021-12","BEN","Benin",4,NA
"Measles","All cases","Reported cases","N","2022-01","BEN","Benin",40,NA
"Measles","All cases","Reported cases","N","2022-02","BEN","Benin",88,NA
"Measles","All cases","Reported cases","N","2022-03","BEN","Benin",57,NA
"Measles","All cases","Reported cases","N","2022-04","BEN","Benin",58,NA
